County Name,Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guilford,"546,934",3,5.10%,3,7.70%,32,"39,208",8,38.21,86,38.03,86,20.40%,40,20.60%,40,17.10%,88,16.70%,87,5.10%,85,5.30%,86,29.90%,52,27.40%,51,11.90%,15,13.10%,29,11.00%,17,13.30%,30,296,90,"1,590",7,46.4,66,249,100,69.70%,44,69.70%,45,9.80%,17,57.00%,13,66.20%,20,83.30%,21,82.40%,21,98.10%,9,33.70%,36,17.70%,22,19.30%,38,"54,651",20,"50,418",20,82.70%,10,82.90%,10,78.60%,23,80.30%,26,3.90%,71,3.90%,64,1113,7,1069,8,0.7305,67,0.7305,67,933.5,24,743,50,"127,794",45,"101,715",59,6.75%
Halifax,"47,359",53,0.40%,53,-10.10%,88,"-5,343",95,45.23,25,45.34,25,20.90%,33,20.90%,35,23.70%,31,23.30%,31,6.10%,58,6.20%,59,43.40%,93,40.30%,94,14.00%,59,15.00%,66,16.00%,94,17.90%,97,582,48,291,53,30,26,15,33,59.00%,62,61.00%,56,25.40%,98,31.30%,91,42.10%,89,63.90%,97,61.50%,98,56.20%,85,51.60%,99,35.90%,96,31.00%,89,"44,948",75,"40,677",77,69.00%,35,67.10%,39,81.80%,51,82.20%,49,5.00%,96,5.10%,95,814,84,758,85,0.76,75,0.76,72,666.6,72,648.1,74,"87,705",85,"85,282",82,7.00%
Harnett,"143,081",23,1.30%,23,16.70%,15,"20,430",15,35.59,93,35.63,94,25.50%,5,25.70%,5,14.10%,95,13.90%,95,8.30%,21,8.60%,20,28.00%,41,26.00%,42,12.50%,28,15.10%,67,12.20%,34,13.70%,35,360,84,490,39,52.2,79,71,83,37.70%,88,37.70%,86,14.40%,54,46.70%,31,58.60%,37,81.30%,30,81.70%,24,83.60%,48,34.60%,43,17.80%,23,19.50%,39,"43,484",83,"39,500",89,36.80%,90,35.30%,91,83.40%,74,84.90%,86,3.90%,72,4.00%,70,831,76,792,62,0.591,35,0.591,27,563,95,531.9,96,"95,259",72,"70,920",97,7.00%
Haywood,"63,282",44,0.60%,44,7.00%,35,"4,129",34,48.52,11,48.49,11,17.20%,81,17.30%,83,27.00%,15,26.80%,16,8.20%,22,8.40%,22,27.90%,40,26.20%,44,12.80%,33,12.40%,15,12.90%,47,14.30%,53,870,12,542,33,43.3,61,27,56,48.40%,72,49.70%,70,13.50%,45,48.50%,25,70.40%,11,74.50%,64,74.30%,61,85.30%,44,33.80%,37,20.40%,39,20.80%,50,"49,639",38,"45,709",34,68.30%,38,68.20%,35,81.40%,46,81.90%,44,2.90%,4,3.20%,13,861,54,809,53,0.55,26,0.535,17,842,39,825.4,34,"157,377",22,"154,282",21,7.00%
Henderson,"118,043",24,1.10%,24,9.00%,27,"9,794",26,48.77,10,48.63,10,17.30%,79,17.50%,78,28.80%,9,28.40%,8,7.80%,24,7.90%,24,20.90%,11,19.30%,11,15.00%,75,14.70%,62,11.20%,19,12.30%,16,438,67,514,36,29,24,34,64,49.00%,71,49.00%,73,10.00%,19,47.10%,30,61.80%,29,83.50%,20,82.30%,23,78.00%,60,28.90%,18,18.60%,30,17.00%,26,"52,634",27,"48,613",27,67.40%,41,66.20%,42,80.20%,35,80.50%,28,2.90%,3,3.20%,12,977,19,904,25,0.431,12,0.561,23,844.3,38,820.5,35,"150,507",25,"146,251",25,6.75%
Hertford,"19,365",81,0.20%,81,-19.20%,99,"-4,606",94,39.93,72,39.9,73,20.10%,46,20.40%,42,21.80%,44,21.60%,44,5.80%,67,5.90%,70,41.50%,88,39.50%,90,12.40%,24,13.60%,39,13.20%,55,14.90%,64,355,85,77,86,12.7,4,3,7,109.50%,6,109.50%,7,26.60%,100,36.90%,70,43.80%,86,72.60%,75,70.80%,76,76.10%,61,45.50%,83,35.10%,95,28.00%,78,"41,973",94,"38,879",91,68.70%,36,70.40%,31,80.50%,36,80.80%,33,4.80%,92,4.90%,93,868,48,864,35,0.84,90,0.84,88,759.1,55,731.4,53,"90,366",79,"87,069",76,7.00%
Hoke,"56,404",48,0.50%,48,12.90%,18,"6,460",29,33.12,97,33.5,96,29.90%,2,30.40%,2,11.30%,99,11.00%,99,10.70%,7,11.00%,7,34.40%,74,32.40%,76,15.40%,80,16.50%,81,13.30%,58,15.10%,68,279,91,154,74,38,44,21,43,65.00%,49,65.00%,50,17.00%,77,42.00%,50,57.00%,46,79.00%,39,79.50%,34,81.70%,53,37.90%,55,21.50%,46,21.30%,52,"41,652",97,"37,467",96,31.00%,95,30.10%,95,81.80%,51,81.80%,43,4.40%,85,4.70%,86,851,62,775,77,0.73,64,0.73,63,615.8,86,558,91,"84,362",90,"74,403",93,6.75%
Hyde,"4,495",99,0.00%,99,-19.10%,98,"-1,058",73,46.04,22,45.74,23,16.90%,86,17.10%,85,23.90%,29,23.60%,27,5.00%,89,5.10%,89,29.90%,51,27.70%,53,17.50%,92,16.80%,85,14.90%,87,17.00%,91,405,78,15,97,40.5,52,2,2,95.50%,17,95.50%,20,14.70%,56,25.90%,97,32.30%,100,67.80%,87,67.80%,88,1.50%,100,48.50%,95,30.30%,83,28.00%,77,"49,175",40,"45,957",33,75.80%,21,76.30%,18,79.10%,27,82.40%,51,4.70%,90,4.60%,85,760,96,738,94,1.045,100,0.895,96,1894.8,1,1620.9,2,"211,714",10,"203,890",10,6.75%
Iredell,"200,590",14,1.90%,14,21.00%,8,"34,850",9,42.1,59,41.95,60,19.70%,54,19.90%,53,17.60%,81,17.20%,83,5.10%,86,5.30%,85,22.40%,16,20.50%,13,12.60%,32,12.80%,22,10.20%,11,11.60%,12,480,61,872,17,23.1,18,42,74,38.40%,85,38.90%,85,12.60%,34,52.90%,18,66.50%,19,86.10%,15,84.90%,15,90.20%,33,25.70%,8,12.80%,8,13.60%,12,"60,791",7,"56,830",9,69.30%,33,69.30%,33,78.30%,20,80.30%,26,3.20%,24,3.30%,21,1193,6,1157,5,0.5,21,0.5375,18,788.4,48,782.1,41,"146,675",28,"145,512",26,6.75%
Jackson,"43,331",59,0.40%,59,6.70%,36,"2,733",39,38.5,83,38.19,84,16.20%,90,16.40%,90,21.50%,46,21.50%,45,6.60%,42,6.70%,42,24.20%,24,22.60%,24,20.20%,97,19.20%,94,14.10%,75,15.30%,70,517,55,227,63,50.1,74,22,46,23.70%,99,24.60%,99,8.90%,13,42.70%,47,69.50%,13,76.70%,50,75.10%,55,35.10%,97,40.80%,71,22.50%,56,20.00%,45,"43,362",84,"39,950",84,78.30%,14,78.60%,13,81.40%,46,79.80%,22,3.80%,66,3.80%,59,875,44,847,39,0.38,7,0.38,4,1048.5,16,968.8,20,"275,921",4,"269,113",3,7.00%
Johnston,"242,959",9,2.30%,9,36.50%,2,"64,999",3,39.44,78,39.32,78,22.30%,20,22.60%,16,14.50%,94,14.20%,92,4.80%,93,5.00%,92,25.70%,30,23.50%,28,12.60%,30,14.50%,53,10.50%,15,11.50%,11,363,83,760,21,35.3,38,74,86,29.60%,97,29.60%,97,12.90%,39,50.40%,21,55.70%,51,84.40%,18,83.50%,19,87.90%,37,31.80%,26,15.20%,15,13.90%,13,"48,950",42,"45,109",39,48.00%,78,47.50%,78,79.90%,34,82.50%,54,3.20%,26,3.30%,18,950,28,889,29,0.69,61,0.73,63,808.5,44,772.2,44,"110,750",54,"105,775",51,6.75%
Jones,"9,195",97,0.10%,97,-9.00%,85,-907,70,42.45,52,42.6,49,19.40%,57,19.50%,57,24.30%,26,23.80%,26,8.50%,19,8.70%,19,34.50%,75,31.30%,71,17.00%,89,17.50%,90,14.90%,87,17.20%,93,733,24,69,89,31.9,30,3,7,116.40%,5,116.40%,5,16.70%,73,31.00%,93,37.70%,98,69.80%,83,68.60%,86,85.20%,45,45.70%,85,29.10%,79,29.30%,83,"50,245",35,"43,579",48,23.30%,99,24.00%,98,83.40%,74,84.60%,78,3.30%,37,3.40%,23,865,52,768,81,0.74,71,0.72,60,875.7,35,771.1,45,"121,627",49,"102,813",57,7.00%
Lee,"65,751",41,0.60%,41,10.60%,23,"6,303",30,39.26,79,39.2,79,22.80%,13,23.00%,12,18.40%,79,18.10%,78,6.60%,39,6.90%,37,30.50%,56,28.70%,58,15.60%,83,15.90%,75,13.10%,50,14.60%,61,620,42,383,47,58.3,83,36,67,69.30%,45,69.30%,46,9.80%,16,42.10%,49,58.40%,38,79.50%,36,78.80%,36,86.40%,40,36.60%,50,20.60%,40,22.40%,59,"49,136",41,"45,022",41,63.40%,49,62.00%,50,81.30%,42,82.90%,59,3.80%,70,4.00%,73,985,16,911,23,0.65,48,0.73,63,800.3,45,784.9,40,"109,635",55,"103,277",56,7.00%
Lenoir,"54,299",49,0.50%,49,-6.70%,82,"-3,918",91,42,60,42.06,58,21.70%,25,21.80%,24,22.00%,42,21.70%,43,7.20%,31,7.30%,31,41.40%,86,38.10%,87,13.50%,48,14.90%,65,16.10%,96,17.00%,91,415,74,232,60,35.7,40,20,39,37.70%,87,37.70%,86,16.90%,74,33.50%,82,48.30%,78,71.30%,78,71.80%,72,73.40%,64,48.10%,94,30.10%,82,26.10%,73,"50,363",34,"45,319",37,72.70%,26,71.40%,29,81.20%,40,81.50%,42,3.40%,48,3.60%,42,914,35,855,37,0.845,93,0.845,91,682.5,71,656.4,71,"80,764",91,"77,677",90,6.75%
Lincoln,"93,144",31,0.90%,31,18.30%,11,"14,409",18,44.72,30,44.54,31,18.90%,65,19.10%,64,19.60%,63,19.10%,66,5.40%,81,5.60%,80,22.30%,14,20.60%,16,12.50%,27,13.00%,25,11.20%,19,12.80%,21,490,57,422,41,41.8,54,36,67,72.70%,39,72.70%,41,16.10%,68,46.00%,34,59.50%,32,82.00%,26,80.50%,30,90.90%,29,28.70%,16,12.30%,5,13.40%,11,"55,368",18,"51,675",19,47.10%,80,44.00%,85,83.10%,69,84.70%,81,3.00%,11,3.10%,5,991,15,922,20,0.499,20,0.619,37,854,37,826.6,33,"137,964",37,"133,536",35,7.00%
Macon,"37,957",65,0.40%,65,11.00%,22,"3,756",35,49.66,8,49.72,8,17.30%,80,17.40%,81,30.40%,7,30.20%,7,8.30%,20,8.50%,21,26.60%,33,24.20%,33,15.90%,84,18.20%,91,14.40%,82,15.30%,70,722,25,259,58,47.4,69,17,35,63.80%,54,61.70%,55,7.50%,10,42.70%,48,57.90%,40,75.70%,57,74.90%,56,45.40%,92,37.90%,56,21.80%,49,18.50%,31,"48,875",43,"45,095",40,80.80%,11,82.70%,11,85.50%,90,83.80%,69,3.10%,22,3.50%,35,845,67,782,70,0.27,1,0.4,5,905.2,30,897.4,25,"226,298",7,"224,351",6,6.75%
Madison,"21,598",76,0.20%,76,2.50%,48,534,51,46.27,19,46.15,21,16.70%,88,16.70%,89,25.10%,22,24.60%,24,6.30%,48,6.50%,48,28.60%,45,26.60%,48,12.60%,29,13.40%,34,13.30%,58,14.50%,58,915,10,199,66,18.4,9,4,11,51.60%,68,51.60%,68,13.70%,51,54.20%,16,70.90%,10,74.10%,66,73.60%,66,90.50%,32,32.60%,28,22.20%,51,20.00%,46,"43,064",88,"39,775",87,41.40%,88,40.90%,89,79.10%,27,80.60%,30,3.30%,39,3.50%,34,809,85,756,87,0.5,21,0.5,14,661.2,75,651.8,73,"132,247",42,"130,364",39,7.00%
Martin,"21,291",78,0.20%,78,-9.10%,86,"-2,123",81,47.23,15,47.54,15,20.00%,50,20.00%,52,26.50%,17,26.10%,18,6.80%,35,6.90%,38,36.70%,80,34.30%,80,12.30%,22,13.00%,26,13.90%,72,15.50%,73,517,54,116,76,40.1,50,9,27,59.10%,61,59.10%,61,16.70%,72,40.80%,53,62.30%,26,73.50%,70,72.00%,71,46.90%,91,39.80%,67,30.80%,86,32.30%,92,"43,176",87,"38,674",94,52.50%,72,52.80%,74,82.70%,65,82.40%,51,4.30%,81,4.30%,79,698,99,679,99,0.81,84,0.81,82,782.3,52,766.8,46,"96,574",71,"94,665",67,7.00%
McDowell,"44,773",56,0.40%,56,0.20%,55,87,55,44.46,31,44.28,33,18.90%,64,19.10%,65,22.40%,38,22.10%,37,6.60%,40,6.80%,40,32.30%,66,29.70%,65,13.20%,43,14.80%,64,13.70%,66,15.40%,72,859,14,393,46,50.3,76,23,48,96.60%,16,96.60%,17,18.10%,85,40.50%,56,50.50%,71,76.60%,52,75.20%,54,63.60%,76,36.40%,49,21.80%,48,22.80%,61,"42,960",90,"39,398",90,72.90%,25,72.00%,28,84.20%,85,84.70%,81,3.30%,36,3.40%,31,849,63,787,67,0.5675,31,0.5775,25,646.6,77,615.6,78,"111,971",53,"106,596",50,6.75%
Mecklenburg,"1,159,791",2,10.70%,2,17.00%,14,"168,221",2,37.77,88,37.57,90,22.40%,19,22.70%,14,13.10%,98,12.70%,98,4.40%,99,4.50%,98,25.30%,26,22.70%,25,12.20%,21,13.20%,30,9.10%,5,10.90%,8,231,94,"2,566",1,21.3,13,237,98,29.70%,96,29.70%,96,10.00%,20,67.00%,5,74.50%,6,88.70%,6,88.20%,6,99.60%,2,26.30%,12,14.10%,13,16.30%,21,"71,836",3,"66,863",3,87.80%,7,87.40%,7,69.30%,2,73.30%,3,3.30%,34,3.30%,20,1575,2,1484,2,0.4731,18,0.6169,36,1094.8,11,1074.7,11,"177,473",17,"174,205",17,7.25%
Mitchell,"14,854",87,0.10%,87,-2.60%,67,-396,62,44.39,33,44.63,30,18.10%,72,18.00%,72,24.70%,24,24.60%,23,5.90%,65,6.00%,65,29.00%,48,27.10%,50,13.00%,40,14.60%,57,13.80%,69,14.60%,61,"1,021",7,140,75,40.1,50,6,19,53.10%,67,53.10%,67,5.50%,2,41.60%,52,56.90%,47,72.70%,74,73.90%,64,90.60%,31,34.50%,42,22.40%,53,20.40%,48,"43,973",81,"40,735",76,62.70%,50,61.60%,52,80.70%,37,82.00%,45,3.60%,59,4.00%,71,868,48,794,58,0.56,28,0.56,21,922.1,28,727.7,56,"164,659",19,"125,460",42,6.75%
Montgomery,"25,745",74,0.20%,74,-4.30%,73,"-1,170",74,41.25,65,41.38,65,20.90%,32,21.10%,33,22.60%,35,22.30%,34,6.30%,52,6.40%,52,35.90%,77,33.50%,79,16.30%,88,17.30%,88,12.60%,42,13.80%,38,670,34,182,70,69.9,92,19,38,104.80%,10,107.00%,9,18.00%,83,34.80%,81,40.20%,93,68.30%,86,68.60%,87,56.40%,84,41.30%,73,27.80%,74,23.80%,65,"46,916",56,"42,133",62,63.80%,47,64.20%,47,87.00%,100,87.40%,97,3.60%,60,3.70%,53,909,37,901,27,0.615,42,0.615,35,881.6,33,856.8,30,"143,346",31,"139,323",31,7.00%
Moore,"107,122",27,1.00%,27,18.00%,12,"16,349",17,47.04,16,47.02,16,20.10%,49,20.10%,50,27.80%,12,27.50%,12,8.70%,17,8.90%,17,19.70%,9,18.80%,10,12.10%,17,12.00%,10,10.40%,14,12.00%,14,658,36,664,23,31.7,29,32,61,14.40%,100,14.40%,100,14.80%,57,63.30%,7,76.80%,4,85.20%,17,83.80%,18,79.70%,58,24.70%,7,13.10%,9,12.60%,6,"60,775",8,"57,819",7,68.20%,39,68.90%,34,78.20%,19,80.50%,28,3.60%,61,3.70%,54,968,24,921,21,0.33,3,0.485,11,703.3,68,728.8,55,"145,012",30,"142,912",28,7.00%
Nash,"95,428",30,0.90%,30,1.40%,51,"1,308",44,42.52,50,42.53,50,20.30%,41,20.40%,41,20.80%,54,20.40%,54,5.30%,84,5.40%,84,32.90%,69,29.80%,67,13.30%,44,12.60%,18,11.60%,23,13.80%,38,420,71,396,45,39.2,48,37,70,70.40%,42,70.40%,43,16.10%,67,43.40%,44,57.90%,41,75.70%,58,74.40%,59,69.20%,71,35.10%,46,22.30%,52,22.30%,58,"50,714",32,"46,885",30,66.70%,43,65.40%,43,83.30%,70,85.00%,87,4.50%,87,4.80%,89,964,25,894,28,0.67,55,0.67,54,603.1,87,581.8,86,"90,008",80,"86,839",77,6.75%
New Hanover,"238,240",12,2.20%,12,12.90%,19,"27,240",13,39.66,76,39.47,76,17.50%,76,17.70%,76,18.90%,74,18.60%,74,6.90%,32,7.10%,32,20.00%,10,18.80%,9,12.60%,31,12.20%,13,11.70%,27,13.70%,35,801,19,"1,879",4,41.4,53,97,91,65.60%,48,65.60%,49,10.80%,23,65.20%,6,68.90%,14,89.90%,4,88.60%,4,99.60%,1,30.30%,20,13.20%,10,14.30%,14,"57,693",13,"54,391",12,90.80%,1,90.80%,2,76.90%,12,79.40%,18,3.10%,17,3.20%,10,1106,8,1071,7,0.45,16,0.455,9,952.3,23,994,17,"209,301",11,"209,256",8,7.00%
Northampton,"16,854",85,0.20%,85,-17.40%,97,"-3,550",89,39.69,74,39.66,74,19.20%,63,19.30%,62,21.10%,48,21.10%,47,8.00%,23,8.00%,23,39.60%,84,38.50%,88,11.50%,9,13.00%,24,12.70%,44,14.40%,56,230,95,41,95,25.7,22,5,15,86.80%,28,86.80%,27,26.40%,99,39.00%,62,56.30%,49,63.10%,98,61.70%,96,69.40%,69,42.30%,77,36.40%,98,31.80%,91,"46,742",62,"41,617",69,43.10%,86,41.50%,88,81.30%,42,84.60%,78,4.50%,88,4.60%,83,882,40,816,49,0.835,88,0.9,97,1193.4,9,1211.6,8,"132,603",41,"133,878",34,6.75%
Onslow,"212,036",13,2.00%,13,9.70%,25,"18,772",16,25.5,100,25.59,100,31.60%,1,31.30%,1,10.40%,100,10.20%,100,13.60%,2,14.00%,2,23.80%,23,21.70%,22,11.20%,6,10.60%,3,13.40%,60,14.10%,48,433,69,857,20,37.9,43,75,87,34.50%,91,34.50%,92,10.60%,22,45.80%,36,59.20%,34,87.20%,10,87.00%,10,97.40%,14,37.50%,52,18.10%,27,15.90%,17,"50,869",31,"46,972",29,89.10%,4,89.10%,4,71.00%,3,72.20%,2,4.00%,74,4.20%,78,824,78,782,70,0.655,50,0.655,47,638.4,78,528.1,97,"97,465",69,"74,915",92,7.00%
Orange,"151,126",20,1.40%,20,8.10%,29,"11,341",23,37.67,91,37.36,92,15.90%,92,16.30%,91,17.10%,87,16.50%,88,3.70%,100,3.80%,100,14.20%,2,13.10%,2,8.70%,1,10.50%,2,9.50%,7,10.20%,3,330,86,490,39,21.6,16,32,61,88.90%,25,88.90%,25,4.20%,1,78.90%,1,80.00%,2,91.90%,2,91.50%,2,82.00%,52,24.60%,6,10.60%,4,8.70%,4,"74,994",2,"69,593",2,61.70%,54,60.20%,61,62.00%,1,64.80%,1,3.00%,12,3.10%,7,1370,4,1313,4,0.8353,89,0.8312,87,1236.9,7,1214.2,7,"148,805",26,"148,309",24,7.50%
Pamlico,"12,265",91,0.10%,91,-3.40%,71,-436,63,50.55,6,50.56,6,14.50%,98,14.70%,99,30.80%,6,30.40%,6,11.20%,5,11.40%,5,25.30%,27,23.60%,30,14.40%,64,14.60%,56,12.30%,36,13.90%,40,684,32,87,82,78.6,98,10,30,123.40%,4,123.40%,4,13.70%,49,33.20%,85,43.90%,85,75.60%,59,75.30%,52,71.70%,66,35.90%,47,26.30%,66,26.80%,75,"53,355",24,"49,603",23,56.00%,68,54.30%,70,85.90%,94,85.40%,89,3.20%,30,3.70%,55,667,100,642,100,0.625,44,0.625,40,1000.2,18,977.6,18,"160,032",21,"156,410",20,6.75%
Pasquotank,"40,887",62,0.40%,62,4.00%,41,"1,568",43,37.69,90,37.57,89,22.10%,21,22.30%,22,17.20%,86,16.90%,86,8.90%,13,9.10%,14,31.50%,61,29.20%,60,13.20%,42,12.20%,12,10.90%,16,12.20%,15,633,38,252,59,50.2,75,20,39,70.00%,43,70.00%,44,12.50%,32,47.90%,27,52.30%,64,80.30%,35,78.10%,41,94.90%,21,30.20%,19,22.40%,54,23.50%,63,"47,034",53,"43,165",53,66.90%,42,66.80%,40,78.00%,17,80.70%,31,4.00%,73,4.20%,77,894,38,846,40,0.62,43,0.62,39,662.1,74,645.8,75,"106,791",58,"83,873",86,7.00%
Pender,"67,729",40,0.60%,40,25.00%,5,"13,557",21,42.27,54,42.22,55,19.60%,55,19.70%,55,19.50%,64,19.50%,62,7.50%,26,7.80%,25,26.30%,32,25.20%,38,12.40%,25,13.40%,35,11.10%,18,12.80%,21,633,39,399,44,42.8,56,27,56,90.10%,23,90.10%,23,12.10%,28,50.10%,22,65.40%,21,82.70%,23,82.90%,20,78.30%,59,28.00%,15,15.40%,16,16.50%,23,"48,665",44,"45,375",36,41.40%,88,42.20%,87,79.70%,32,81.00%,37,3.20%,25,3.40%,24,842,70,778,75,0.7375,70,0.645,44,870.1,36,857.9,29,"134,896",38,"133,007",37,6.75%
Perquimans,"13,598",90,0.10%,90,0.40%,54,59,56,47.72,13,47.75,13,17.70%,74,17.90%,73,28.70%,10,28.40%,9,10.70%,6,11.10%,6,28.10%,43,26.10%,43,11.90%,13,12.80%,21,12.30%,36,12.40%,18,836,15,75,87,44.6,62,6,19,75.00%,36,75.00%,37,12.40%,31,43.10%,46,65.30%,22,77.50%,48,78.40%,39,56.50%,83,32.00%,27,27.20%,72,26.00%,72,"51,577",30,"46,690",31,33.20%,94,37.70%,90,85.30%,89,85.70%,90,3.80%,69,4.30%,80,793,90,753,88,0.64,47,0.61,32,786.1,49,727.5,57,"128,874",44,"119,261",46,6.75%
Person,"39,681",63,0.40%,63,2.50%,47,985,48,43.01,47,42.93,46,20.20%,44,20.20%,47,21.60%,45,21.10%,48,5.60%,75,5.70%,75,29.60%,50,27.00%,49,12.20%,19,12.70%,20,13.40%,60,14.20%,51,588,46,232,60,32.9,32,13,32,58.30%,64,58.30%,64,17.80%,82,41.70%,51,55.90%,50,78.10%,45,78.40%,38,71.40%,67,34.20%,40,25.60%,64,19.50%,40,"46,879",57,"42,737",57,54.20%,70,53.80%,71,79.70%,32,82.40%,51,3.50%,55,3.70%,56,910,36,860,36,0.7225,63,0.72,60,964.2,20,940,22,"133,912",39,"130,557",38,6.75%
Pitt,"172,005",17,1.60%,17,1.00%,53,"1,721",42,32.98,98,32.77,98,22.10%,22,22.20%,23,14.90%,90,14.60%,90,6.70%,38,6.70%,41,32.70%,68,29.60%,64,12.30%,23,12.00%,9,13.10%,50,14.40%,56,479,62,866,18,30.4,27,55,78,50.30%,69,50.30%,69,9.00%,14,59.80%,9,67.90%,17,82.60%,24,81.40%,26,83.00%,49,40.70%,70,23.50%,57,21.50%,53,"53,200",26,"49,350",26,86.50%,8,86.40%,8,78.30%,20,79.60%,21,4.00%,75,4.00%,72,1037,10,993,9,0.6841,58,0.6841,56,635.2,79,617.9,77,"92,855",74,"90,326",73,7.00%
Polk,"19,585",80,0.20%,80,-1.40%,64,-275,60,51.2,4,51.15,5,15.00%,97,15.10%,96,30.90%,5,30.70%,5,8.90%,14,9.00%,16,23.50%,21,21.50%,20,14.10%,60,14.10%,49,12.20%,34,12.90%,24,314,87,65,90,9.7,2,2,2,103.40%,11,103.40%,11,13.70%,50,49.80%,23,68.70%,15,81.50%,28,80.40%,31,50.40%,89,28.90%,17,18.80%,31,18.70%,32,"59,482",11,"54,775",11,57.70%,66,54.60%,69,77.50%,15,79.40%,18,3.40%,47,3.80%,58,815,83,769,80,0.5343,24,0.5143,16,959.6,22,927.2,23,"186,577",12,"180,284",12,6.75%
Randolph,"146,470",22,1.40%,22,3.10%,46,"4,386",33,41.38,63,41.43,64,20.60%,38,20.80%,38,19.30%,69,19.00%,69,5.50%,76,5.70%,76,30.30%,54,27.70%,52,15.10%,77,17.40%,89,13.50%,62,14.30%,53,695,31,998,14,66.1,88,95,90,42.80%,82,42.80%,82,13.00%,41,35.10%,79,54.80%,54,78.40%,43,77.10%,45,92.30%,28,37.90%,54,21.10%,44,19.70%,43,"45,777",69,"41,954",65,58.90%,62,58.60%,63,82.50%,57,83.50%,67,3.50%,54,3.50%,39,862,53,814,50,0.5,21,0.6327,43,549.9,97,535.6,95,"86,906",86,"84,652",85,7.00%
Richmond,"42,137",60,0.40%,60,-7.10%,83,"-3,204",87,41.82,61,41.73,61,22.50%,14,22.50%,18,19.50%,66,19.20%,65,6.80%,33,7.00%,33,50.30%,97,47.10%,97,14.90%,73,14.70%,61,16.60%,97,17.30%,95,"1,361",3,610,26,84.8,99,38,73,59.10%,60,59.10%,61,17.10%,78,37.50%,68,41.80%,90,68.30%,85,69.30%,83,86.10%,43,45.60%,84,40.20%,100,34.20%,95,"44,562",78,"40,055",83,69.80%,31,68.00%,36,86.30%,97,88.60%,98,4.50%,86,4.70%,87,823,79,770,79,0.83,87,0.83,86,733.1,62,703.1,65,"88,320",84,"84,711",84,6.75%
Robeson,"117,372",26,1.10%,26,-9.30%,87,"-12,027",100,37.76,89,37.93,87,22.50%,17,22.40%,21,17.50%,83,17.30%,81,5.80%,68,5.90%,67,56.00%,100,52.30%,100,19.70%,96,18.50%,92,18.00%,100,18.80%,98,"1,362",2,"1,779",5,97.2,100,127,95,66.90%,46,73.30%,40,22.00%,95,32.00%,89,46.10%,82,62.80%,99,61.00%,99,86.40%,41,52.60%,100,36.00%,97,39.20%,98,"41,780",96,"36,880",98,72.70%,26,71.30%,30,85.80%,93,86.40%,96,5.00%,94,5.20%,96,832,74,786,68,0.77,76,0.77,73,524.4,98,505.8,98,"68,100",99,"65,694",99,7.00%
Rockingham,"91,991",32,0.90%,32,0.20%,56,139,54,44.44,32,44.5,32,18.80%,66,18.90%,67,22.00%,41,21.70%,42,5.70%,73,5.80%,72,31.40%,60,29.50%,62,13.30%,46,13.70%,42,14.00%,74,15.50%,73,696,29,633,24,62.6,85,57,79,40.50%,84,40.50%,84,18.90%,88,38.10%,67,52.50%,61,71.50%,77,70.70%,78,86.10%,42,39.00%,60,26.50%,67,22.00%,55,"45,049",73,"41,249",73,58.00%,65,57.70%,65,83.40%,74,84.60%,78,3.80%,68,3.90%,65,846,65,790,65,0.695,62,0.695,58,633.7,80,607.4,82,"91,178",77,"87,401",75,7.00%
Rowan,"150,169",21,1.40%,21,7.90%,31,"11,026",24,40.9,66,40.81,67,21.20%,28,21.40%,28,19.40%,67,19.10%,68,5.90%,63,6.10%,60,30.80%,57,28.40%,55,12.90%,37,14.50%,54,13.20%,55,14.50%,58,647,37,919,15,61.2,84,87,89,36.70%,90,37.00%,90,12.80%,36,40.20%,58,52.60%,60,79.20%,37,78.20%,40,93.00%,26,38.70%,58,23.60%,58,22.20%,56,"46,763",61,"42,922",56,60.70%,58,60.60%,57,81.90%,53,83.00%,61,3.30%,41,3.60%,41,1001,14,981,11,0.58,32,0.6575,48,648.9,76,633.2,76,"98,690",67,"96,303",65,7.00%
Rutherford,"64,350",43,0.60%,43,-3.00%,68,"-1,974",79,43.09,46,42.91,47,19.70%,53,19.70%,54,22.00%,43,21.80%,40,6.20%,57,6.40%,54,34.30%,73,31.20%,70,13.60%,54,13.80%,44,16.00%,94,17.20%,93,482,60,323,50,50.7,77,34,64,60.10%,56,60.10%,57,13.70%,52,36.70%,72,55.30%,53,74.30%,65,74.40%,60,62.50%,79,42.30%,76,25.30%,63,25.50%,71,"42,376",91,"38,741",93,68.70%,36,66.70%,41,81.70%,49,81.40%,39,4.40%,84,4.60%,84,843,69,790,65,0.454,17,0.597,28,747.5,59,742.5,51,"125,207",47,"124,377",43,7.00%
